Vigencia_Ejecucion;No_Localidad;Nombre_Localidad;Sector;Entidad;Codigo_Proyecto;Cod_meta_proyecto_extendida;Meta_proyecto;No_CRP;Fecha_Registro;No_Compromiso;Compromiso;Plazo;Objeto;Modalidad_seleccion;Descripcion_Mod_Selec;Tipo_Doc_BP_Beneficiario;Valor_CRP_Asignado_presupuestos_participativos;Codigo_propuestas_financiadas_CRP
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;1835;30/08/2022;CPS4872022;CONTRATO DE PRESTACION DE SERVICIOS;123;Prestar sus servicios de apoyo asistencial y logístico en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos concertaciones diferenciales y el cumplimiento de las acciones para el fomento de l;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;1836;30/08/2022;CPS5022022;CONTRATO DE PRESTACION DE SERVICIOS;123;Prestar sus servicios de apoyo asistencial y logístico en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos concertaciones diferenciales y el cumplimiento de las acciones para el fomento de l;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;1838;30/08/2022;4642022 P74930;CONTRATO DE PRESTACION DE SERVICIOS;123;Prestar sus servicios profesionales apoyando la coordinación del desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos concertaciones diferenciales y el cumplimiento de las acciones para el fomento ;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 27.000.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;1839;30/08/2022;CPS4692022;CONTRATO DE PRESTACION DE SERVICIOS;123;Prestar sus servicios de apoyo asistencial y logístico en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos concertaciones diferenciales y el cumplimiento de las acciones para el fomento de l;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;1850;30/08/2022;CPS5032022;CONTRATO DE PRESTACION DE SERVICIOS;123;Prestar sus servicios de apoyo asistencial y logístico en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos concertaciones diferenciales y el cumplimiento de las acciones para el fomento de l;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;1855;31/08/2022;CPS4672022;CONTRATO DE PRESTACION DE SERVICIOS;122;Prestar sus servicios de apoyo asistencial y logístico en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos concertaciones diferenciales y el cumplimiento de las acciones para el fomento de l;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;1858;31/08/2022;CPS4512022;CONTRATO DE PRESTACION DE SERVICIOS;122;Prestar sus servicios de apoyo asistencial y logístico en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos concertaciones diferenciales y el cumplimiento de las acciones para el fomento de l;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;1860;31/08/2022;5042022AG74735;CONTRATO DE PRESTACION DE SERVICIOS;122;Prestar sus servicios de apoyo con sus conocimientos empíricos con el fin de desarrollar las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos los acuerdos diferenciales y el cumplimiento de las acciones para el ;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.405.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;1863;31/08/2022;CPS4882022;CONTRATO DE PRESTACION DE SERVICIOS;122;Prestar sus servicios de apoyo asistencial y logístico en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos concertaciones diferenciales y el cumplimiento de las acciones para el fomento de l;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;1868;2/09/2022;5092022CPAG74740;CONTRATO DE PRESTACION DE SERVICIOS;120;Prestar sus servicios de apoyo con sus conocimientos de sabedores y/o sabedoras empíricos y logísticos en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos y acuerdos diferenciales y el cumpl;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;1869;2/09/2022;CPS5072022P4929;CONTRATO DE PRESTACION DE SERVICIOS;121;Prestar sus servicios profesionales en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos concertaciones diferenciales y el cumplimiento de las acciones para el fomento de la agricultura urban;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 24.000.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;1870;2/09/2022;CPS5082022P74929;CONTRATO DE PRESTACION DE SERVICIOS;121;Prestar sus servicios profesionales en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos concertaciones diferenciales y el cumplimiento de las acciones para el fomento de la agricultura urban;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 24.000.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;1875;6/09/2022;5112022CPSP74929;CONTRATO DE PRESTACION DE SERVICIOS;116;Prestar sus servicios profesionales en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos concertaciones diferenciales y el cumplimiento de las acciones para el fomento de la agricultura urban;01;LICITACIÓN PÚBLICA;Cedula de Ciudadanía;$ 24.000.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;1876;6/09/2022;5122022CPAG74735;CONTRATO DE PRESTACION DE SERVICIOS;116;Prestar sus servicios de apoyo con sus conocimientos empíricos con el fin de desarrollar las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos los acuerdos diferenciales y el cumplimiento de las acciones para el ;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.405.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;1878;9/09/2022;515CPSAG74735;CONTRATO DE PRESTACION DE SERVICIOS;113;Prestar sus servicios de apoyo con sus conocimientos empíricos con el fin de desarrollar las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos los acuerdos diferenciales y el cumplimiento de las acciones para el ;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.405.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;1881;12/09/2022;5162022AG74735;CONTRATO DE PRESTACION DE SERVICIOS;254;Prestar sus servicios de apoyo con sus conocimientos empíricos con el fin de desarrollar las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos los acuerdos diferenciales y el cumplimiento de las acciones para el ;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.405.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;1918;16/09/2022;5192022CPAG34651;CONTRATO DE PRESTACION DE SERVICIOS;106;Prestar sus servicios de apoyo asistencial y logístico en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos concertaciones diferenciales y el cumplimiento de las acciones para el fomento de l;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 6.300.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;1925;19/09/2022;5282022CPS-75604;CONTRATO DE PRESTACION DE SERVICIOS;134;Prestar sus servicios de apoyo técnico en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos las concertaciones diferenciales y el cumplimiento de las acciones  para el fomento de la agricultu;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 13.950.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;2142;6/10/2022;558CPS202276497;CONTRATO DE PRESTACION DE SERVICIOS;86;Prestar sus servicios de apoyo asistencial y logístico en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos concertaciones diferenciales y el cumplimiento de las acciones para el fomento de l;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 6.300.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;2154;7/10/2022;5422022;CONTRATO DE PRESTACION DE SERVICIOS;85;Prestar sus servicios de apoyo asistencial y logístico en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos concertaciones diferenciales y el cumplimiento de las acciones para el fomento de l;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 6.300.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;2181;11/10/2022;2022;POLIZAS;81;PAGO ARL CONTRATISTAS DE PRESTACION DE SERVICIOS NIVELES DE RIESGOS IV Y V, FONDO DE DESARROLLO LOCAL DE CIUDAD BOLIVAR.;91;N/A RELACIÓN DE AUTORIZACIÓN;NIT;$ 3.748.400;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;2182;12/10/2022;577CSU2022;CONTRATO DE SUMINISTRO;81;"Adicionar el CSU-577-2021 que tiene por objeto ""SUMINISTRO DE INSUMOS AGROFORESTALES PARA REALIZAR EL ESTABLECIMIENTO Y MANTENIMIENTO DE LA MALLA VERDE Y AGRICULTURA URBANA, PARA EL CUMPLIMIENTO DE LOS PROYECTOS AMBIENTALMENTE SOSTENIBLES QUE ESTÁN INCLUI";10;CONTRATACIÓN DIRECTA;NIT;$ 92.000.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;2341;25/11/2022;4042022;CONTRATO DE PRESTACION DE SERVICIOS;36;"Adición 001: Adicionar y prorrogar el CPS-404-2022 que tiene por objeto ""Contratar el servicio de transporte terrestre automotor para el traslado de personal con el fin de desarrollar todas las actividades en el marco de la gestión de los proyectos 1987 d";17;SELEC. ABREV.  MARCO DE PRECIOS;NIT;$ 6.753.247;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;2462;29/12/2022;443CPS2022;CONTRATO DE PRESTACION DE SERVICIOS;2;"Adicionar y prorrogar el CPS-443-2022 que tiene por objeto ""Prestar sus servicios profesionales en el desarrollo de las actividades concernientes con la socialización sensibilización y acompañamiento en la ejecución de las iniciativas de presupuestos part";10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 2.880.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;2473;29/12/2022;468CPS2022A;CONTRATO DE PRESTACION DE SERVICIOS;2;"Adicionar y prorrogar el CPS-468-2022 que tiene por objeto "" Prestar sus servicios de apoyo con sus conocimientos de sabedores y/o sabedores empíricos y logísticos en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de pr";10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 1.080.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;2474;29/12/2022;464CPS2022;CONTRATO DE PRESTACION DE SERVICIOS;2;"Adicionar y prorrogar el CPS-464-2022 que tiene por objeto ""Prestar sus servicios profesionales apoyando la coordinación del desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos concertaciones dife";10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 5.400.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;2475;29/12/2022;455CPS2022;CONTRATO DE PRESTACION DE SERVICIOS;2;"Adicionar y prorrogar el CPS-455-2022 que tiene por objeto ""Prestar sus servicios de apoyo técnico en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos las concertaciones diferenciales y el c";10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 1.918.800;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;2476;29/12/2022;453CPS2022A;CONTRATO DE PRESTACION DE SERVICIOS;2;"Adicionar y prorrogar el CPS-453-2022 que tiene por objeto ""Prestar sus servicios de apoyo asistencial y logístico en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos concertaciones diferenc";10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 1.080.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;2477;29/12/2022;452CPS2022;CONTRATO DE PRESTACION DE SERVICIOS;2;"Adicionar y prorrogar el CPS-452-2022 que tiene por objeto "" Prestar sus servicios de apoyo asistencial y logístico en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos concertaciones diferen";10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 1.080.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;2478;29/12/2022;451CPS2022A;CONTRATO DE PRESTACION DE SERVICIOS;2;"Adicionar y prorrogar el CPS-451-2022 que tiene por objeto ""Prestar sus servicios de apoyo asistencial y logístico en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos concertaciones diferenc";10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 1.080.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;2494;29/12/2022;481CPS2022A;CONTRATO DE PRESTACION DE SERVICIOS;2;"Adicionar y prorrogar el CPS-481-2022 que tiene por objeto ""Prestar sus servicios de apoyo técnico en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos las concertaciones diferenciales y el c";10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 1.918.800;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;2495;29/12/2022;487CPS2022A;CONTRATO DE PRESTACION DE SERVICIOS;2;"Adicionar y prorrogar el CPS-487-2022 que tiene por objeto ""Prestar sus servicios de apoyo asistencial y logístico en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos concertaciones diferenc";10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 1.080.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;2496;29/12/2022;504CPS2022A;CONTRATO DE PRESTACION DE SERVICIOS;2;"Adicionar y prorrogar el CPS-504-2022 que tiene por objeto ""Prestar sus servicios de apoyo con sus conocimientos empíricos con el fin de desarrollar las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos los acuer";10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 1.128.600;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;2497;29/12/2022;508CPS2022;CONTRATO DE PRESTACION DE SERVICIOS;2;"Adicionar y prorrogar el CPS-508-2022 que tiene por objeto ""Prestar sus servicios profesionales en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos concertaciones diferenciales y el cumplimi";10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 2.400.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;2498;29/12/2022;509CPS2022A;CONTRATO DE PRESTACION DE SERVICIOS;2;"Adicionar y prorrogar el CPS-509-2022 que tiene por objeto ""Prestar sus servicios de apoyo con sus conocimientos de sabedores y/o sabedores empíricos y logísticos en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de pre";10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 1.800.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;2499;29/12/2022;512CPS2022;CONTRATO DE PRESTACION DE SERVICIOS;2;"Adicionar y prorrogar el CPS-512-2022 que tiene por objeto "" Prestar sus servicios de apoyo con sus conocimientos empíricos con el fin de desarrollar las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos los acue";10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 1.128.600;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;2515;29/12/2022;516CPS2022;CONTRATO DE PRESTACION DE SERVICIOS;2;"Adicionar y prorrogar el CPS-516-2022 que tiene por objeto ""Prestar sus servicios de apoyo con sus conocimientos empíricos con el fin de desarrollar las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos los acuer";10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 1.881.000;"16325;30210"
2022;19;Ciudad Bolívar;AMBIENTE;JBB;1882;1206;Implementar 200 acciones de fomento para la agricultura urbana.;2516;29/12/2022;542CPS2022;CONTRATO DE PRESTACION DE SERVICIOS;2;"Adicionar y prorrogar el CPS-542-2022 que tiene por objeto ""Prestar sus servicios de apoyo asistencial y logístico en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos concertaciones diferenc";10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 1.800.000;"16325;30210"
2022;19;Ciudad Bolívar;INTEGRACIÓN SOCIAL;SDIS;1886;1181;Formar 4.000 personas en prevención de violencia intrafamiliar y/o violencia sexual.;2281;1/11/2022;669CPS202276598;CONTRATO DE PRESTACION DE SERVICIOS;60;Contratar la prestación de servicios  para ejecutar actividades en el marco de la prevención de violencia intrafamiliar y/o violencia sexual dirigidos a la comunidad de Ciudad Bolívar, en el marco del proyecto 1886 ¿Ciudad Bolívar un nuevo contrato social;10;CONTRATACIÓN DIRECTA;NIT;$ 1.262.806.800;"30231;30232"
2022;19;Ciudad Bolívar;MUJERES;MUJERES;1889;1182;Vincular 6.000 mujeres cuidadoras a estrategias de cuidado.;2377;13/12/2022;741CPSDE20218106;CONTRATO DE PRESTACION DE SERVICIOS;18;Prestar los servicios profesionales para el desarrollo de los procedimientos administrativos, operativos y técnicos en la implementación y desarrollo del sistema de Cuidado Local en la localidad de Ciudad Bolívar.;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 35.100.000;30229
2022;19;Ciudad Bolívar;MUJERES;MUJERES;1889;1182;Vincular 6.000 mujeres cuidadoras a estrategias de cuidado.;2428;28/12/2022;CPS8342022;CONTRATO DE PRESTACION DE SERVICIOS;3;Contratar la prestacion del servicio para desarrollar acciones encaminadas a la construcción de ciudadanía y desarrollo de capacidades de las mujeres, prevención de feminicidio y violencia contra la mujer, espacios de respiro y reducción de tiempo en el m;01;LICITACIÓN PÚBLICA;NIT;$ 1.629.386.323;"17248;30227;30228"
2022;19;Ciudad Bolívar;AMBIENTE;AMBIENTE;1898;1208;Implementar acopañar y/o fortalecer 400 PROCEDAS.;1752;24/06/2022;404-2022 OC92051;CONTRATO DE PRESTACION DE SERVICIOS;190;"Contratar el servicio de transporte terrestre automotor para el traslado del personal con el fin de desarrollar todas las actividades en el marco de la gestión de los proyectos 1987 de Inspección, Vigilancia y Control; los proyectos de inversión de las lí";17;SELEC. ABREV.  MARCO DE PRECIOS;NIT;$ 77.922.078;"16026;16365;16513;16864;17475;18761;30205;30206;30207;30208;30209"
2022;19;Ciudad Bolívar;AMBIENTE;AMBIENTE;1898;1208;Implementar acopañar y/o fortalecer 400 PROCEDAS.;1755;30/06/2022;405-2022 (72257);CONTRATO DE SUMINISTRO;184;Suministrar a monto agotable por lotes de elementos de papelería, útiles de oficina, derivados del papel, cartón, corrugados (lote 1) y consumibles de impresión (lote 2), para el Fondo de Desarrollo Local de Ciudad Bolívar, la Junta Administradora Local d;03;SELEC. ABREV. SUBASTA INVERSA;NIT;$ 20.475.910;"16026;16365;16513;16864;17475;18761;30205;30206;30207;30208;30209"
2022;19;Ciudad Bolívar;AMBIENTE;AMBIENTE;1898;1208;Implementar acopañar y/o fortalecer 400 PROCEDAS.;1763;11/07/2022;4072022;CONTRATO DE PRESTACION DE SERVICIOS;173;Prestar los servicios para el apoyo logístico de actividades de espacios y/o instancias de participación que vinculen a personas de la localidad de Ciudad Bolívar, de conformidad con los proyectos 1882, 1898 y 1985 del plan de desarrollo local 2021-2024.;02;SELEC. ABREV. MENOR CUANTÍA;NIT;$ 101.905.361;"16026;16365;16513;16864;17475;18761;30205;30206;30207;30208;30209"
2022;19;Ciudad Bolívar;AMBIENTE;AMBIENTE;1898;1208;Implementar acopañar y/o fortalecer 400 PROCEDAS.;1819;30/08/2022;CPS4772022;CONTRATO DE PRESTACION DE SERVICIOS;123;Prestar sus servicios de apoyo asistencial y logístico  en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos y actividades complementarias relacionados con fortalecimiento de capacidades y pr;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;"16026;16365;16513;16864;17475;18761;30205;30206;30207;30208;30209"
2022;19;Ciudad Bolívar;AMBIENTE;AMBIENTE;1898;1208;Implementar acopañar y/o fortalecer 400 PROCEDAS.;1821;30/08/2022;CPS4792022;CONTRATO DE PRESTACION DE SERVICIOS;123;Prestar sus servicios profesionales en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos y actividades complementarias con relacionados con fortalecimiento de capacidades y proyectos ciudadan;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 24.000.000;"16026;16365;16513;16864;17475;18761;30205;30206;30207;30208;30209"
2022;19;Ciudad Bolívar;AMBIENTE;AMBIENTE;1898;1208;Implementar acopañar y/o fortalecer 400 PROCEDAS.;1825;30/08/2022;CPS4802022;CONTRATO DE PRESTACION DE SERVICIOS;123;Prestar sus servicios de apoyo asistencial y logístico  en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos y actividades complementarias relacionados con fortalecimiento de capacidades y pr;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;"16026;16365;16513;16864;17475;18761;30205;30206;30207;30208;30209"
2022;19;Ciudad Bolívar;AMBIENTE;AMBIENTE;1898;1208;Implementar acopañar y/o fortalecer 400 PROCEDAS.;1826;30/08/2022;4912022-74779;CONTRATO DE PRESTACION DE SERVICIOS;123;Prestar sus servicios de apoyo asistencial y logístico  en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos y actividades complementarias relacionados con fortalecimiento de capacidades y pr;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;"16026;16365;16513;16864;17475;18761;30205;30206;30207;30208;30209"
2022;19;Ciudad Bolívar;AMBIENTE;AMBIENTE;1898;1208;Implementar acopañar y/o fortalecer 400 PROCEDAS.;1829;30/08/2022;CPS4932022-74779;CONTRATO DE PRESTACION DE SERVICIOS;123;Prestar sus servicios de apoyo asistencial y logístico  en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos y actividades complementarias relacionados con fortalecimiento de capacidades y pr;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;"16026;16365;16513;16864;17475;18761;30205;30206;30207;30208;30209"
2022;19;Ciudad Bolívar;AMBIENTE;AMBIENTE;1898;1208;Implementar acopañar y/o fortalecer 400 PROCEDAS.;1832;14/09/2022;4632022 P74819;CONTRATO DE PRESTACION DE SERVICIOS;123;Prestar sus servicios profesionales en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos y actividades complementarias con relacionados con fortalecimiento de capacidades y proyectos ciudadan;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 22.240.000;"16026;16365;16513;16864;17475;18761;30205;30206;30207;30208;30209"
2022;19;Ciudad Bolívar;AMBIENTE;AMBIENTE;1898;1208;Implementar acopañar y/o fortalecer 400 PROCEDAS.;1840;30/08/2022;CPS4712022;CONTRATO DE PRESTACION DE SERVICIOS;123;Prestar sus servicios profesionales en el desarrollo de las actividades concernientes con la socialización sensibilización y acompañamiento en la ejecución de las iniciativas de presupuestos participativos  y actividades complementarias con relacionados c;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 24.000.000;"16026;16365;16513;16864;17475;18761;30205;30206;30207;30208;30209"
2022;19;Ciudad Bolívar;AMBIENTE;AMBIENTE;1898;1208;Implementar acopañar y/o fortalecer 400 PROCEDAS.;1841;30/08/2022;4742022 P74819;CONTRATO DE PRESTACION DE SERVICIOS;123;Prestar sus servicios profesionales en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos y actividades complementarias con relacionados con fortalecimiento de capacidades y proyectos ciudadan;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 24.000.000;"16026;16365;16513;16864;17475;18761;30205;30206;30207;30208;30209"
2022;19;Ciudad Bolívar;AMBIENTE;AMBIENTE;1898;1208;Implementar acopañar y/o fortalecer 400 PROCEDAS.;1843;30/08/2022;4762022 P74822;CONTRATO DE PRESTACION DE SERVICIOS;123;Prestar sus servicios profesionales apoyando la coordinación  en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos y actividades complementarias con relacionados con fortalecimiento de capaci;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 27.000.000;"16026;16365;16513;16864;17475;18761;30205;30206;30207;30208;30209"
2022;19;Ciudad Bolívar;AMBIENTE;AMBIENTE;1898;1208;Implementar acopañar y/o fortalecer 400 PROCEDAS.;1845;30/08/2022;CPS4982022;CONTRATO DE PRESTACION DE SERVICIOS;123;Prestar sus servicios de apoyo asistencial y logístico  en el desarrollo de las actividades concernientes con la ejecución de las iniciativas de presupuestos participativos y actividades complementarias relacionados con fortalecimiento de capacidades y pr;10;CONTRATACIÓN DIRECTA;Cedula de Ciudadanía;$ 9.000.000;"16026;16365;16513;16864;17475;18761;30205;30206;30207;30208;30209"
